X;Y;Label
-0.656478317615084;-0.887771789444996;"r"
-0.715496601950104;-0.140584103746198;"r"
-1.02646817991269;-0.422917649508303;"r"
-0.468883768031966;-0.762597145312226;"r"
-0.475328441906183;-0.150807376083546;"r"
-0.389060144647539;-0.682055527823775;"r"
-0.297409780843513;-0.620346302253689;"r"
-0.595384906164496;-0.399270972687058;"r"
-0.160373498214064;-0.526758990427699;"r"
-0.643267338046036;0.0299912660702309;"r"
-0.882538790583528;-0.672376369319066;"r"
-0.630387144876346;-0.0433407516989702;"r"
-0.719327287776851;-0.358622594559949;"r"
-0.449608400235409;-0.330377276301647;"r"
-0.364365578478729;-0.610221607403282;"r"
-0.856718649339875;-0.125550440758991;"r"
-0.406900636145352;-0.434909274844401;"r"
-0.661958953867873;-0.458122551940559;"r"
-0.213391969056077;-0.665351820735727;"r"
-0.731220549700437;-0.202800877073068;"r"
-0.527405491338508;-0.93074909428426;"r"
-0.660496655164331;-0.750409976020493;"r"
-0.581732950569136;-0.290351335909599;"r"
-0.333936855806201;-0.314854936197103;"r"
-0.732904347356282;-0.568619288826225;"r"
-0.937411384596357;-0.720031336199148;"r"
-0.810561838073896;-0.988637792748624;"r"
-0.926172624764152;0.652180777588073;"r"
-0.349837413528515;-0.743006767105766;"r"
-0.435535146347021;-0.566869129105756;"r"
-0.267032924487959;-0.737307194589487;"r"
-0.747292065847851;-0.437420214040648;"r"
-0.390657885469663;-0.545949846568532;"r"
-0.68287818922199;-1.05239296452585;"r"
-0.307551646242547;-0.993329703826782;"r"
-0.320312399067745;-0.684452587980406;"r"
-0.438490954750814;-0.0163267524832973;"r"
0.10768515905558;-0.643530462847894;"r"
-0.836352662363401;-0.319538145796972;"r"
-0.567676906514591;-0.28492179259569;"r"
-0.497969880288861;-0.120161175695548;"r"
-0.440739180215049;-0.238772181808794;"r"
-0.264484217181681;-0.303837331192726;"r"
-0.0467433794809941;-0.320858258719055;"r"
-0.710734264599052;-0.428501147574562;"r"
-0.44816329138789;0.239810474670801;"r"
-1.1371235816435;-0.314959061357834;"r"
-1.02180408150185;-0.578766796172777;"r"
-0.457641908281061;-0.613379822579687;"r"
-0.506937991119238;-0.0741967352292202;"r"
-0.698391396623848;-0.246585923889415;"r"
-0.997117154769509;-0.672439375207904;"r"
-0.620261402350707;-0.563256189790774;"r"
-0.153130816816861;-0.790627226100438;"r"
-0.386480636229088;-0.630697070740902;"r"
-0.764332475562608;-0.447987253230314;"r"
-0.512958422128321;-0.701659046010418;"r"
-0.158155099476408;-0.682892198883774;"r"
-0.282883738352065;-0.834443852663828;"r"
-1.22261024293035;-0.382113175525844;"r"
-0.425489250842273;-0.563702640388052;"r"
-0.249339437448175;-0.960221434049808;"r"
-0.5509258126347;-0.351254423670102;"r"
-0.862145398027702;-0.229753784926566;"r"
-0.450820282311412;-0.932993752677116;"r"
-0.360840982173555;-0.808732333041397;"r"
-0.649218120691319;-0.72633356399266;"r"
-0.60014706245411;-1.43341688796752;"r"
-0.503415784484768;-0.447995962206897;"r"
-0.360145000534811;-0.281115270782784;"r"
-0.387325382804042;-0.0990259829381635;"r"
-0.298403960204728;0.0697716337772079;"r"
-0.593771019574996;-0.755038573277032;"r"
-0.774315829593074;-0.935723681607145;"r"
-0.244576240319229;-0.714201035728565;"r"
-0.289615512409333;-0.0905885187550436;"r"
-0.785403618143417;-0.366942526607162;"r"
-0.345717334641788;-0.708550847967058;"r"
-0.298294829552449;-0.994795896003331;"r"
-0.706650946191699;-0.231449843718164;"r"
-0.0600998884556431;-0.582527329126564;"r"
-0.451942478090787;-0.855821845176836;"r"
-0.941248975333933;-0.380162459173223;"r"
-0.401265597864144;-0.638136405428378;"r"
-0.13748713397416;-0.355331596716667;"r"
-0.729670411112975;-0.768906169380251;"r"
-0.578925808830602;-0.147356008954825;"r"
-0.0681329584238616;-0.758346394308647;"r"
-0.251605532199014;-0.463371958790336;"r"
-0.578332511035552;-0.67853106340378;"r"
-0.631782340786849;-0.23434881336249;"r"
-0.361988615762297;-0.638336545850925;"r"
-0.347626514507785;-0.0777625499483717;"r"
-0.400693175707372;-0.831925884667874;"r"
-0.725211268635362;-0.0713498480254969;"r"
-0.4748544649165;-0.415919657698365;"r"
-0.339568749171557;-0.383628886857584;"r"
-0.0369367133774553;-0.833300614370067;"r"
-0.0714877524398445;-0.400456330979524;"r"
-0.545320853932278;0.064352339723116;"r"
-0.587011063246995;-0.202340704351046;"r"
-0.60053273889882;-0.625139371257138;"r"
0.107596493876875;-0.272835264467894;"r"
-0.154199853863005;-0.705152542225407;"r"
0.0740066017639968;-0.556248537902088;"r"
-0.454886836485475;-0.151071922502562;"r"
-0.258385670624355;-0.485859326890216;"r"
-1.03334205837559;-0.225704904006631;"r"
-0.905121448746941;-0.625305803084642;"r"
-0.4564902220941;-0.670486907527419;"r"
-0.793084457130059;-0.083143154700332;"r"
-0.996619807308672;-0.664159745712177;"r"
-0.56828484269514;-0.50228138097288;"r"
-0.174706881671108;-0.349367065393832;"r"
-0.671794830113372;-0.599355762490348;"r"
-0.579731655648235;-0.790969477082437;"r"
0.21890502705191;-0.786833195791984;"r"
0.0451007398460841;-0.983595764129062;"r"
-0.744355628666247;-0.557946338273166;"r"
-0.495594650256013;-0.649450742857804;"r"
-1.20765385922429;-0.63995484436499;"r"
-0.339619907492669;-0.458363103958655;"r"
-0.469985296514727;-0.437135035731793;"r"
-0.379885358169311;-0.370126393909377;"r"
-0.0746944194776431;-1.26326749848755;"r"
-0.318861984702404;-0.783439599604182;"r"
-0.945912457897935;-0.425986590664019;"r"
-1.01196966259326;0.00933949373649556;"r"
-0.441639895608808;-0.165657761960033;"r"
-0.699007332700935;-0.472837811546882;"r"
-0.798445036181149;-0.772003081256686;"r"
-1.21054641560334;-0.180481069769215;"r"
-0.732956699124686;-0.419639542041925;"r"
-0.230462142248344;-0.154506741305171;"r"
-0.707060541712025;-0.508731855381075;"r"
-0.501740678131957;-0.626646431584881;"r"
-0.701881271625066;-0.413046242922829;"r"
-0.428553544587715;-0.590893251772252;"r"
-0.543167218793745;0.180517370973934;"r"
-0.111887846734654;-0.564216288226021;"r"
-0.841765284255078;-0.658894566435875;"r"
-0.384687021593781;-0.879459632690441;"r"
-0.452186057373156;-0.472846387134146;"r"
-1.053348024494;-1.04687650380499;"r"
-0.400527859565004;-0.0299391711622541;"r"
-0.833030355648943;-0.147416847111532;"r"
-0.924987465634391;-0.537203873945519;"r"
-0.525451415759643;-0.81396208807801;"r"
-0.128228345439568;-0.0959420366837526;"r"
-0.342073632069891;-0.759693709170082;"r"
-0.0238922342582765;-0.464892389060559;"r"
-0.631657647479305;-0.435640304430385;"r"
-0.497838151353216;-0.689896236750647;"r"
-0.338469800993731;-0.646186786926713;"r"
-0.22110987486099;-0.236322205436161;"r"
-0.715280111489899;-0.426855710827147;"r"
-0.630967158233736;-0.123796918780612;"r"
-0.532298486910389;-0.401195113056068;"r"
-0.520744040203636;-1.08184289550959;"r"
-0.4019475186137;-0.903376335979965;"r"
-0.373096716222521;-0.523572014211678;"r"
-0.618200016111552;-0.118340017951657;"r"
-0.432721145960591;-0.265997928664172;"r"
-0.223831524029695;-0.807129250183242;"r"
-0.87927005952456;-0.508878729088222;"r"
-0.664698680771991;-0.841750011355581;"r"
-1.2499967672798;-0.802370689528044;"r"
-0.0970240014945868;-0.376224723804792;"r"
-0.182501408019832;-0.641913660540855;"r"
-0.656074780555164;-0.746375954633607;"r"
-0.654989915721493;-0.91930308146676;"r"
0.18448793745899;0.254305133545711;"r"
-0.436806657321399;-0.61429145133642;"r"
-1.00306430649959;-0.262427096855924;"r"
-0.109923968525689;-0.367491528912928;"r"
-0.365195233012023;-0.00570516878645899;"r"
-0.110858515456492;-0.194245252690134;"r"
-0.0853839577553716;-0.469440360022191;"r"
-1.24429789534626;-0.802639244401955;"r"
-0.580109262217235;-0.0349622844793958;"r"
0.256075630867644;-0.245951271867278;"r"
-0.491417881747888;-0.986085146140766;"r"
-0.675911733897358;-0.902884743977867;"r"
-0.475959924960835;-0.308834764930787;"r"
-0.0867457121130318;-0.580196704645901;"r"
-0.526495887625467;-0.967251672226309;"r"
-0.00359443217809052;-0.361006546475102;"r"
-0.754201837849711;-0.759694095186594;"r"
-0.913660785786134;-0.743857982967349;"r"
-0.733698474193726;-0.638382840445417;"r"
-0.678564162110891;-1.10534029528019;"r"
-0.43428818105856;-0.534307442628624;"r"
0.110327318906842;-0.841224445842582;"r"
-0.919047800068573;-0.342414923611078;"r"
-1.08125311643452;-0.421853789393461;"r"
-0.755413794949455;-0.454650479126817;"r"
-1.0240786041049;-0.447322774908872;"r"
-0.446593336127482;-0.536088078978685;"r"
-0.529212585373928;-0.559287045310195;"r"
-0.787435959057095;-0.706038100339158;"r"
-0.320661393100728;0.0272137009556946;"r"
-0.951844421297252;-0.0917633870256699;"r"
-0.579978012273021;-0.0678110080119826;"r"
-0.41607668948083;-0.362144148015085;"r"
-0.568318026356217;-0.807792241712792;"r"
-0.473973325766774;-0.6762908793425;"r"
-0.638374449807936;-0.530102847446763;"r"
-0.685897492167345;-0.447588857319356;"r"
-0.587124635006731;-0.390306038865753;"r"
-0.495083689467706;-0.753236718113415;"r"
-0.678154770878826;-0.40211952624459;"r"
-0.476012183751165;-0.699427689917714;"r"
-0.228073940035739;-0.581947935268932;"r"
-1.18936817660955;-0.163430837174653;"r"
-0.653245456766657;-0.351252649457965;"r"
-0.472876944584828;-0.580069412335364;"r"
-0.522873529158845;-1.09344801098743;"r"
0.0881481855142555;-0.644237075846022;"r"
-0.216726888684748;-0.713874319289952;"r"
-0.322006876036092;-0.64287583977701;"r"
-0.2682994704609;-0.34386989581852;"r"
-0.826496822229503;-0.232251775957055;"r"
-0.291822232692544;-1.23128143608105;"r"
-0.5980039843749;0.0506871189836319;"r"
-1.120422392389;-0.271789060110354;"r"
-1.1808204699476;-1.02829555532975;"r"
-0.264046979515957;-0.346701737971426;"r"
-0.70547011851045;-0.183672272519873;"r"
-0.507485707241738;-0.144545215395707;"r"
-0.606255954754428;-0.441404282920013;"r"
-0.828927556092341;-0.434676532482226;"r"
-0.66973072421272;-0.230183864335411;"r"
-0.368401153253177;0.478182715576549;"r"
-1.20930065121847;-0.59598751413152;"r"
-0.403238291849918;-0.315450865390994;"r"
-0.787533213622909;-1.19208894624567;"r"
-0.212153752472158;-0.211476684009589;"r"
-0.516973189606894;-0.349383379395359;"r"
-0.548238442033805;-0.577993394643581;"r"
-0.807393768168383;-0.17016227223563;"r"
-0.855638930822475;-0.546185466172647;"r"
-0.142745563132381;0.189649882472815;"r"
-0.831926170532101;-0.518115697310015;"r"
-0.174593286747376;-0.483371204884558;"r"
-0.167529653362247;-0.937191444719252;"r"
-0.471029488312462;-0.658570315805685;"r"
-0.339904021133474;-0.306043856634048;"r"
-0.624933647224855;-0.93739909381181;"r"
-0.665632701033828;-0.603616297277618;"r"
-0.091099317670459;-0.269613613433687;"r"
-1.3344541764299;-0.5172312194807;"r"
-0.629565478706867;-0.988548669766774;"r"
-0.571973768012472;-0.378181089122121;"r"
-0.747490337130337;-0.815784043537477;"r"
-0.0637383320922002;-0.735791550087209;"r"
-0.515119512663965;-0.77694888619841;"r"
-0.332592338599212;-0.463731622845127;"r"
-0.646479472974358;-0.406158639372398;"r"
-0.400973312232364;-1.04526907736709;"r"
-1.27427190619026;-0.949278035518778;"r"
-0.107902394781639;-0.606564821650322;"r"
-0.270316014330013;-0.9462957848961;"r"
-0.731396161112556;0.103076206572939;"r"
-0.200057627233427;-0.19287436701038;"r"
-0.180863528527706;-0.552800940487595;"r"
-0.897420762269446;-0.798919937187189;"r"
-0.287816295487156;-0.493914341434581;"r"
-0.406381828091144;-0.159027909186756;"r"
-0.668257225065918;-0.420893806497063;"r"
-0.528297075484885;-0.314645338694518;"r"
0.0875865332893213;-0.522693024831349;"r"
-0.557384260598314;-0.35003562944964;"r"
-0.72443903394051;-0.663329460946698;"r"
-0.308737961976988;-1.3232773761421;"r"
-0.170758705661229;-0.50197531365882;"r"
-0.517881801726261;-1.02660015893329;"r"
-0.572509630538942;0.423426405575706;"r"
-0.158332680540754;-0.236576272284757;"r"
0.0332029757749973;-0.3821031438208;"r"
-0.571990429213662;-0.624535512539447;"r"
-0.271112302825845;-0.0736495526606338;"r"
-1.09853694860816;-0.467625343674798;"r"
-0.722355339057596;-0.00308131380907695;"r"
-0.707294985478024;-0.574978362958805;"r"
-0.938247142388518;-0.613830306565822;"r"
-0.487258061411002;-0.292728654079064;"r"
-0.765430187776858;-0.195898226528539;"r"
-0.825308205771486;-0.604760501463724;"r"
-0.148890090652911;-0.132254901133517;"r"
-0.471478956893854;-0.492171534056901;"r"
-0.138900138985556;-0.573802188689875;"r"
-0.403858753809712;-0.635072099423822;"r"
0.0869699603356715;-0.22350759588533;"r"
-0.304382520337607;-0.134037714978281;"r"
-0.293863401152953;-0.157311053234103;"r"
-0.203586660653339;-0.512600165795319;"r"
-0.776096254431173;-0.579755368162158;"r"
-0.832171047840051;-0.152575846544186;"r"
-0.159756270334737;-0.61769780875317;"r"
-0.214385210602245;-0.725268076438964;"r"
-0.758145790742236;-0.81366179564805;"r"
-0.533698375016311;-0.117210988382465;"r"
-0.504505210028877;-0.114293759799992;"r"
-0.316113478193932;-0.502996864872107;"r"
-0.391584953076271;-0.592453271445363;"r"
-0.963825740581711;-0.31041979826217;"r"
-0.198646327930775;-0.688414813607555;"r"
